,Publisher,Published,Total Citations,Average Citations,Top 3 Papers
138,Austral Internet Publishing,1,0.0,0.0,1. COMPLETE ANALYSIS OF GLOBAL BEHAVIOR OF CERTAIN SYSTEM OF PIECEWISE LINEAR DIFFERENCE EQUATIONS (0.0 cites)
139,Australian Institute of Quantity Surveyors,2,0.0,0.0,"1. The Utility and Value of Contract Terms: A Case Study on Interior Contractors (0.0 cites)
2. Effect of encouragement-based management mechanism on construction firms’ manpower development: An empirical study from Vietnam (0.0 cites)"
143,Avestia Publishing,1,0.0,0.0,1. Long-Term Associations between Greenness and Air Pollution with Risk Factors for Cardiovascular Disease: A Cohort Study (0.0 cites)
932,Southeast Asian Association for Institutional Research,1,0.0,0.0,1. DEVELOPMENT OF ELECTRONIC ITEM BANK FOR MEASURING THE LEARNING OUTCOMES OF STUDENTS IN UNDERGRADUATE EDUCATION PROGRAMS (0.0 cites)
942,Springer Medizin,1,0.0,0.0,1. Masticatory muscle activity and oral health-related quality of life in patients wearing clear thermoplastic versus wrap-around retainers: A randomized controlled trial Aktivität der Kaumuskulatur und mundgesundheitsbezogene Lebensqualität bei Patienten mit durchsichtigen thermoplastischen Retainern im Vergleich zu Wrap-around-Retainern: Eine randomisierte kontrollierte Studie (0.0 cites)
114,Asian Research Publishing Network,1,0.0,0.0,1. ON THE DETERMINATION OF THE AQUIFER LEAKAGE FACTO IN CBM INFINITE RESERVOIRS USING TRANSIENT PRESSURE ANALYSIS (0.0 cites)
121,Association Res Militaris,1,0.0,0.0,1. The Resilient Marketing Strategy framework in VUCA World (0.0 cites)
128,Association for Information Systems,1,0.0,0.0,1. Beneficial non-compliance with inadequate information systems (0.0 cites)
946,Springer Publishing Company,1,0.0,0.0,1. Neurolysis (0.0 cites)
264,DAAAM International Vienna,1,0.0,0.0,1. ASSESSMENT OF ASYMMETRICAL STRESS PROFILE WITHIN WOOD USING RESTORING FORCE TECHNIQUE (0.0 cites)
726,Modern Education and Computer Science Press,1,0.0,0.0,1. Deep Learning Based Autonomous Real-Time Traffic Sign Recognition System for Advanced Driver Assistance (0.0 cites)
728,Molecular Vision,1,0.0,0.0,"1. Dopachrome tautomerase is a retinoblastoma-specific gene, and its proximal promoter is preferentially active in human retinoblastoma cells (0.0 cites)"
243,Codon Publications,1,0.0,0.0,1. Effect of packaging on volatile profiles of mulberry tea (0.0 cites)
245,Colgate University,1,0.0,0.0,1. CONTINUED FRACTIONS OF CERTAIN SERIES (0.0 cites)
250,Comenius University in Bratislava,1,0.0,0.0,1. Other Aspects of the Idea of Ethics in Liquid Modernity through the Theravāda Buddhist Context in Thailand (0.0 cites)
100,Applied and Natural Science Foundation,1,0.0,0.0,1. An empirical analysis of Delhi's air quality throughout different COVID-19 pandemic waves (0.0 cites)
101,Ashdin Publishing,1,0.0,0.0,1. Clinical Characteristics of Kratom Exposures Reported to the Georgia and Alabama Poison Control Centers from 2016–2020: A Retrospective Review (0.0 cites)
107,Asian Association on Remote Sensing,3,0.0,0.0,"1. Development and implementation of GNSS technology and DFMC 2nd generation of SBAS in Thailand (0.0 cites)
2. Developing Thailand Wildfire Prevention Decision Support System (0.0 cites)
3. EVALUATION of SATELLITE IMAGERY DATA for CROP YIELD SIMULATION in SARABURI PROVINCE, THAILAND (0.0 cites)"
370,Farname Inc,1,0.0,0.0,1. Detection and Study nan1 and tox A genes of Pseudomonas aeruginosa in Isolates from Otitis Media Patients Considered as Virulence Factors (0.0 cites)
372,Folium Ltd,1,0.0,0.0,"1. MORPHOMETRIC ANALYSIS AND CHARACTERIZATION OF PERIPHERAL BLOOD CELLS IN THE GOLDEN TREE SNAKE Chrysopelea ornata (SHAW, 1802) (0.0 cites)"
379,Fundacao de Pesquisas Cientificas de Ribeirao Preto,1,0.0,0.0,"1. Fimbristylis ovata (Cyperaceae) extract alleviates neuronal degeneration and death through AGEs/RAGE/JNK regulation in human neuroblastoma cell line, SH-SY5Y (0.0 cites)"
542,Iranian Nano Society,1,0.0,0.0,1. Spray Drying of Asiatic Acid-Palm Oil in Maltodextrin: Improving the Nanoemulsion Characteristics (0.0 cites)
543,Iranian Society of Ichthyology,1,0.0,0.0,"1. Structure and health status of the sand crab, Emerita taiwanesis Hsueh, 2015 from Sangchan Beach, Thailand: The histopathological approach (0.0 cites)"
545,Islamic Azad University,1,0.0,0.0,1. Eco-efficiency analysis of high density polyethylene resin by integrated Life Cycle Assessment and life cycle cost (0.0 cites)
284,EAGE Publishing BV,1,0.0,0.0,1. _ _ Disappearance and appearance of cations during modified low salinity waterflooding by ammonium ion in shaly-sandstone formation (0.0 cites)
714,Max Planck Society for the Advancement of Science,1,0.0,0.0,1. Earth magnetic field compensation coils system for JUNO (0.0 cites)
262,Czech Society of Chemical Engineering,5,0.0,0.0,"1. Optimization of different parameters for lycopene extraction from tomato paste with non-toxic solvent (0.0 cites)
2. Mixed Integer I.inear Programming (MILP) algorithm study for petrochemical industry supply chain (0.0 cites)
3. Modeling and simulation of zinc-air flow battery with zinc regeneration process (0.0 cites)"
281,Dublin Core metadata initiative,1,0.0,0.0,1. Capturing research output in the field of anthropology: Metadata design and lessons learned (0.0 cites)
282,Duke University Press,1,0.0,0.0,1. Definable continuous solutions of linear equations (0.0 cites)
339,Equinox Publishing Ltd,2,0.0,0.0,"1. 'impermanence': A translation of the first chapter of the tibetan udanavarga (0.0 cites)
2. Calligraphic magic: Abhidhamma inscriptions from sukhodaya (0.0 cites)"
340,Equinox Publishing Ltd.,1,0.0,0.0,1. Caring detachment in buddhism and implications for women's rights (0.0 cites)
536,International Speech Communication Association,1,0.0,0.0,1. Spectral and latent speech representation distortion for TTS evaluation (0.0 cites)
540,International Workshop on Computer Science and Engineering (WCSE),8,0.0,0.0,"1. Extracting data invariants from PROMELA (0.0 cites)
2. Secure hotspot with multi-factor authentication through NFC on smartphones (0.0 cites)
3. Probabilistic regular grammar inference algorithm using incremental technique (0.0 cites)"
381,Fundacion para la difusion neurologica en Ecuador - FUNDINE,1,0.0,0.0,1. The Wechsler Adult Intelligence Scale-IV for use in Neuropsychological Assessments in Ecuador Uso de la Escala de Inteligencia de Adultos de Wechsler-IV para la evaluación neuropsicológicas en Ecuador (0.0 cites)
384,Gadjah Mada University,1,0.0,0.0,1. Remotely-Sensed Derived Built-up Area as an Alternative Indicator in the Study of Thailand’s Regional Development (0.0 cites)
574,Japanese Society for the Study of Xenobiotics,1,0.0,0.0,1. Dose optimization with population pharmacokinetics of ritonavir-boosted lopinavir for Thai people living with HIV with and without active tuberculosis (0.0 cites)
112,Asian Publication Corporation,1,0.0,0.0,1. Improvement of Poly(L-lactide)-b-poly(ethylene glycol)-b-poly(L-lactide) Film Properties with Nanocellulose (0.0 cites)
965,Taiwan Joint Irrigation Associations,1,0.0,0.0,"1. Deep percolation characteristics via field soil moisture sensors - Case study in Phitsanulok, Thailand (0.0 cites)"
967,Tamkang University,1,0.0,0.0,1. Raw Water Sources For Water Supply In Bangkok Metropolitan Administration During Seawater Intrusion Period (0.0 cites)
975,Taylor's University Sdn Bhd,1,0.0,0.0,"1. Evaluating the Economic Impact of Sports Tourism in Buriram, Thailand, Mixed Method Study with Difference-in-Differences Estimation (0.0 cites)"
977,Technical Association of the Graphic Arts,1,0.0,0.0,1. Printability Analysis of Flexographic Printing On Compostable Films (0.0 cites)
85,American Society for Veterinary Clinical Pathology,1,0.0,0.0,"1. The frequency of feline AB blood types and the risk of incompatibility reactions in Bangkok, Thailand, and vicinities (0.0 cites)"
79,American Red Cross,1,0.0,0.0,1. Clinical impacts of dna-based typing and provision of antigen-matched red blood cell units for chronically transfused patients with thalassemia (0.0 cites)
986,Thai Statistical Association,1,0.0,0.0,1. The Maxwell-Burr X Distribution: Its Properties and Applications to the COVID-19 Mortality Rate in Thailand (0.0 cites)
990,The Indonesian Mathematical Society,1,0.0,0.0,1. THE PROPERTIES OF UNIFORM FUZZY MODULES AND SEMIUNIFORM FUZZY MODULES (0.0 cites)
992,The International Academic Forum (IAFOR),1,0.0,0.0,1. Subjectivity and Revenge in Karen M. McManus’s One of Us Is Lying (0.0 cites)
995,The Korean Society of Food Science and Technology,1,0.0,0.0,1. Duplex droplet digital PCR (ddPCR) for simultaneous quantification of bovine and porcine gelatin in capsules (0.0 cites)
1000,Trakia University,1,0.0,0.0,"1. Expression of keratins, epidermal proteins and inflammatory cells in superficial pemphigus dogs (0.0 cites)"
1003,Tuberculosis Association of India,1,0.0,0.0,1. Prevalence of depression and anxiety in pulmonary tuberculosis patients and its association with unsuccessful treatment outcome: A prospective cohort study (0.0 cites)
1005,"UNISA, University of South Africa, Department of Advanced Nursing Sciences",1,0.0,0.0,1. Indonesian students’ reasons for choosing to study nursing: A phenomenological study (0.0 cites)
691,Mahidol University - Faculty of Pharmacy,3,0.0,0.0,"1. Incidence and risk factors for venous thromboembolism in Thai hospitalized lymphoma patients (0.0 cites)
2. Effect of Tetragonula laeviceps propolis from Thailand on periodontal ligament fibroblast (0.0 cites)
3. Assessing the outcomes of farmers on promoting herbal medicine use (0.0 cites)"
416,Głowny Instytut Gornictwa (Central Mining Institute),1,0.0,0.0,1. Influence of admixtures on the performance of soundless chemical demolition agents and implications for their utilization (0.0 cites)
521,International Linear Algebra Society,1,0.0,0.0,1. Surjective additive rank-1 preservers on hessenberg matrices (0.0 cites)
522,International Measurement Confederation (IMEKO),1,0.0,0.0,"1. Introductory notes for the acta IMEKO special section on the Asia-Pacific symposium on measurement of mass, force and torque (APMF 2017) (0.0 cites)"
525,International Petroleum Technology Conference (IPTC),1,0.0,0.0,"1. Fracture Characterisation and Basement Reservoir Potential of Phra Wihan Formation in Southern Part of Uttaradit Province, Northern Thailand (0.0 cites)"
531,International Scientific Organization,1,0.0,0.0,1. Utilization of by-product of crude palm oil for biodiesel production using sulphonated carbon as catalyst from glucose (0.0 cites)
533,International Society for Knowledge Organization,1,0.0,0.0,1. Work Centered Classification as Communication: Representing a Central Bank’s Mission with the Library Classification† (0.0 cites)
534,International Society for Rock Mechanics,1,0.0,0.0,1. Analytical sheet pile displacement for deep braced excavation in soft Bangkok Clay (0.0 cites)
694,Malaysian Consumer and Family Economics Association,1,0.0,0.0,1. Classification of plant-and animal-based glycerin by using ATR-FTIR: A rapid screening tool applicable for halal cosmetics (0.0 cites)
695,Malaysian Institute Of Planners,2,0.0,0.0,"1. Post occupancy evaluation model: Adaptive measure towards sustainable neighborhood development (0.0 cites)
2. POST OCCUPANCY ASSESSMENT COMPARATIVE ANALYSIS TOWARDS SUSTAINABLE TOWNSHIP DEVELOPMENT (0.0 cites)"
1007,UiTM Press,1,0.0,0.0,1. A Method of the Lagrange Polynomial Interpolation with Weighting Factors for Reducing Computational Time (0.0 cites)
1008,Unique Scientific Publishers,4,0.0,0.0,"1. Morphology and Ultrastructural Characteristics of Platynosomum fastosum Kossack, 1910 Adults and Eggs (0.0 cites)
2. Physiological and Pathological Evaluation of Mechanically Ventilated Anesthetized Pigs (0.0 cites)
3. Trichoderma: Multitalented Biocontrol Agent (0.0 cites)"
1009,Universidad Catolica del Norte,1,0.0,0.0,1. Combination labelings of graphs related to several cycles and paths (0.0 cites)
1012,Universidad de Granada,1,0.0,0.0,1. The Impact of Theme-Based Language Instruction on Language Learning Effectiveness and Motivation: A Case Study of “Spanish and Beauty Pageant Course” 基于主题的语言教学对语言学习效果和动机的影响：以“西班牙语和选美课程”为例 Влияние тематического обучения языку на эффективность и мотивацию его изучения: Тематическое исследование курса «Испанский язык и конкурс красоты» El impacto de la instrucción basada en temas sobre la efectividad del aprendizaje de lenguas y la motivación: un estudio de caso del curso “Español y Certamen de Belleza” (0.0 cites)
454,Indian Journal of Forensic Medicine and Toxicology,1,0.0,0.0,"1. A chemical safety intervention program designed to reduce occupational exposure among vector control operators in Bangkok, Thailand (0.0 cites)"
457,Indian Veterinary Assocaition,1,0.0,0.0,1. Treatment of generalised demodicosis in a dog using a single oral dose of afoxolaner (0.0 cites)
461,Informatics Publishing Limited and Society for Biocontrol Advancement,1,0.0,0.0,1. Oxyresveratrol: A Potential Pharmacological Prospective Against Neurodegenerative Diseases (0.0 cites)
466,Innovative Research Publishing,1,0.0,0.0,1. Assessing the association between daily self-reported health symptoms and mental health among respiratory patients during high-pollution period in Thailand (0.0 cites)
469,"Institute for Research and Community Services, Institut Teknologi Bandung",1,0.0,0.0,1. Generalization of slightly compressible modules (0.0 cites)
673,Laser Application in Medical Sciences Research Center,1,0.0,0.0,1. Successful treatment of digital ischemia following a carbon dioxide laser and tourniquet for a digital procedure with adjuvant low-level laser therapy (0.0 cites)
